Method	Compound	m/z	RT (min)	HMDB ID (*representativeID)	Metabolite	S01	S02	S03	S04	S05	S06	S07	S08	S09	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	QCP02	S21	S22	S23	S24	TA	TB	TC	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	QCP03	T14	T15	T16	T17	T18	T19	T20	T21	QCP04
C18-neg	cmp.QI5114	445.1675	15.91				18997													600						10935							19215	3220	12125	47299	28076	31609	62181	73410	78986	36770	15073	12392	3284	1676		278						9546		10594
C18-neg	cmp.QI5115	445.1887	6.07				4744	31927		23440	25267	15150	87840	157	44279		3985	3603	1058	2433	48148	853	97	116601	68465	33058	50258	11768	75	307		14552	21529	63073	43830	61059	45358	80945	62930	40898	70267	84123	43004	38139	24557	46935	3718	5644	45368	52873	5747	45346	7042	74627	338	34215
C18-neg	cmp.QI5116	445.1887	5.19			2405	1433	275262		11038	7119	62626	6316	131	36946	239	381	116532		9904	68579	134		137739	52642	16654	42895					1004	633		90	373	227	1998			159	84	72	12164				209	725	688	187	350	235	1315		16663
C18-neg	cmp.QI5117	445.1888	6.60			999	187	200373	610	96335	456439	120961	233830	148	113698	1894	44515	316647	930	196514	83405	10332	1074	55454	91596	87252	123198	5684	3456	2116	214	33623	43723	123077	67833	119478	79653	135119	94916	61801	105086	124251	66251	91477	36714	76948	5595	7976	95454	94700	9237	95891	10175	181525	380	94032
C18-neg	cmp.QI5118	445.1888	6.47			19466	2794	60408	895	59513	136555	94132	105785	431	39719	17423	69888	128116	24475	97139	42313	59099	10607	57014	48962	41928	72814	9398	1891	9911	20940	29161	29077	51271	28231	41884	30648	47930	40284	33308	37747	43034	27092	41986	21128	31097	18642	18971	38497	37212	16589	31685	16139	77168	16068	44709
C18-neg	cmp.QI5119	445.1889	5.11				224	78057		40119	1637	73351	6140		3783			80448	40	438	37267		64	23278	57759	9618	1452					5515	5556	3703	2552	13573	7934	18787	9649	3167	10553	12729	3621	9182	1629	5374	309	428	9215	4503	431	5477	980	7420	98	8606
C18-neg	cmp.QI5120	445.1890	6.28			24766	88123	147996	287	88672	426984	142970	189884	524	98490	524	62012	255216	948	126608	61864	14481	186	293685	108410	90905	93393	441	153	1139	23753	47859	63905	103855	66021	80967	60095	105364	89278	97434	60546	83506	58751	88536	60746	70548	79462	88921	96874	101451	79671	70774	36584	149547	14775	96151
C18-neg	cmp.QI5121	445.2113	9.65			11483	4179	52575	15369	34861	32715	57697	8089	8447	598	54336	56196	89374	17308	6742	430	51129	122864	7405	125	19830	23106	51075	16067	48543	10320	4053		87	8508		6714	598	5551	9784	1002	1994	11	20686	23857	12553	26967	12477	102	8736	12105	5663	1761	25502	13171	20849
C18-neg	cmp.QI5122	445.2408	0.59			10152	2052	15545	577	17388	1363	24237	14556	111	17302	712	7425	9651	1175	8433	4872	9715	11008	7724	15695	13147	5511	56	5988	373	7007	7636	8002	12537	17606	9354	4965	15356	11544	9031	4129	6346	12522	12703	8956	19418	25300	30989	27049	19590	41004	14287	6040	21355	9942	12818
C18-neg	cmp.QI5123	445.2532	7.46			829	115	29081	2111	1550	3060	4234	5144	22022	12826	14206	918	24872	6422	27967	2871	66588	1670	10606	32612	4740	54584	5550	7530	1226	1685	685	930	956	612	655	193	343	1172	122	222		122	6435	533	627	348	405	2896	5041	1057	1904	917	1681	681	7285
C18-neg	cmp.QI5124	445.2825	12.03			26445	16456	24861	23342	15207	18100	24456	26228	21087	22689	20706	18756	21525	15144	15854	85	14487	20943	20402	13184	21330	21856	20867	16936	19335	19384	21952	16274	12907	13422	14119	17389	14829	17660	11252	14000	18860	15961	15545	15461	17429	16673	17567	13770	20371	16457	18538	10479	18741	20114	18780
C18-neg	cmp.QI5125	445.2826	12.10			20808	13011	29295	34845	17419	29566	35856	27519	19282	38656	40550	36018	43958	55801	49043	129	58536	20587	21400	9521	28079	28631	38591	41544	33879	17970	17405	33956	22647	18156	20531	19888	18904	15215	17148	28188	21903	19797	33735	22810	24903	22209	22307	21086	35952	24109	33768	10608	17896	18315	30618
C18-neg	cmp.QI5126	445.3309	14.59			65721	37003	34178	107082	37780	200776	87669	52272	198966	30999	194098	129024	53708	59037	57313	80931	67480	1938	105085	32032	63829	26513	184022	203209	63192	78050	49681	81205	34415	27003	15937	10504	17111	19303	53859	12065	16871	16804	62915	20192	22211	37869	33110	42609	27018	30421	39108	43568	44592	47323	64461
C18-neg	cmp.QI5127	445.3311	14.46			2609	3849	8317	4657	17910	5921	3730		3320	2688	3385	4632	1338	4158	4471	1537	3767		8987	1292	3243	1301	651	3906	1590	3604	2340	3137	2163	431	2456	1946	2485	833	2468	1110	2926	519	2664	2795	3200			3533	2304	2425	1763	2814	1920	2261	3547
C18-neg	cmp.QI5128	445.3671	15.52			22628	8927	1431	18556	3253	11656	4054	3027	16686	3805	9391	13636	13243	9552	8680	1211	4822	1664	22932	3404	9471	1074	21672	1768	17040	12633	16847	14541	11640	4849	5608	6187	9790	2235	4096		6401	5295	10644	10340	8250	5467	7858	9074	16465	10657	14343	7642	5191	10722	11954
C18-neg	cmp.QI5129	445.3673	15.44			176539	58598	24325	166804	36228	106232	33796	76463	140187	62652	86570	201907	201236	84098	115676	24386	81487	11699	277373	53783	93693	34797	198626	24128	68539	163475	149209	127980	97785	46931	77715	51423	99310	52986	53117	27023	77673	53149	74486	70763	54480	60931	70451	93468	119669	69915	91872	76114	88617	136985	71920
C18-neg	cmp.QI5130	446.2357	10.48			48270	165	143707			651851	122122	19471	90004	37451	150102	3106	400617				213322	30171	495172	8089	98383		137	16855	741574	47487	50787	69911	39321	20293	26000	20723	32976	31925	50989	24977	30442	35474	90173	35740	30793	25093	48588	53873	25429	60599	56772	29718	29597	37089	101897
C18-neg	cmp.QI5131	446.2357	10.31			10932	684	52978	635	625	192842	30214	4902	22586	8845	37784	5741	97158	657	535	14400	56668	7536	104517	5235	25302	14183	2736	4210	186476	9814	12160	17311	9042	4730	5902	5222	7395	8799	13422	6299	5910	7488	25056	7236	6044	6429	12328	11278	4155	14416	10742	7923	8478	9788	24846
C18-neg	cmp.QI5132	446.3258	14.46			10210	7095	3603	1397	14583	4755	15348	10364	7586	4664	1932	2382	5885	1425	2525	4002	1563	682	3175	2823	13736	4334	319	830	17511	9380	12167	7738	3544	3799	3693	2178	8343	12479	30900	2948	1495	8357	9311	7101	14507	52366	35635	7009	7379	24297	6978	604	6972	12118	9983
C18-neg	cmp.QI5133	446.3260	12.70			57417	11773	140546	2199	60810	4893	16861	113803	13874	43927	6519	3550	9525	185	22497	6423	33725	106	4194	10184	40139	15361	26	76881	21838	42482	26511	31004	4144	24344	39703	28224	58806	92096	119341	95440	20573	30167	39391	21271	38367	94585	32495	34567	31623	110165	20058	42743	9108	58344	38931
C18-neg	cmp.QI5134	447.0376	2.16			6037	2678	9515	2011	2661	792	2142	6725	3417	559		3778	3480	4518			5107				7426	471			1092	6214	8120	8157	3929	5295	1274	2044		3413	11208			3685	4900	8785	6984	9529	8504	2333	4931	6290		7546	820	5436	4910
C18-neg	cmp.QI5135	447.1325	8.87			48937	266765	610426	1624206	778707	977962	1232455	925508	1317537	83537	71971	94443	68033	67900	118109	96435	38222	143858	65560	62652	54719	115252	50068	104118	34549	47185	76015	93787	57045	126812	58270	87033	66938	50086	101383	187695	135690	61363	51147	68451	83532	79055	108335	86754	63696	70680	75042	81431	59487	54552	51981
C18-neg	cmp.QI5136	447.1330	8.95			30860	48542	50555	26932	39479	17885	26106	29993	28984	194883	186456	171843	141261	171273	191091	173132	85106	140015	25940	49440	52963	25696	36858	78097	46998	38554	56501	140978	101966	178460	99271	145845	108497	89088	192270	252752	202833	110917	71697	88986	101602	103590	150826	102028	74488	84602	81227	78605	48419	47014	47427
C18-neg	cmp.QI5137	447.1687	10.25			98232	59194	8761	20797	8134	165549	25823	16723	35028	147538	144364	6901	33884	159219	72332	4321	67593	7419	7035	2180	101830	44505	12092	32865	8016	102998	162000	172882	69813	148314	144272	69614	110964	146591	106546	212806	122728	113363	104766	95919	205421	175484	161990	169440	217437	221240	216302	11172	182123	158934	103543
C18-neg	cmp.QI5138	447.2046	5.97			19986	56917	96783	80	76402	311912	82741	145742	371	76498	634	35920	166811	1045	104941	47442	3250	546	218477	81677	65070	49441	2012	581	9919	20455	41462	43865	68418	50838	55589	41603	72728	56525	64444	36603	59126	40114	66136	42961	50954	55827	57854	61067	62311	54705	49952	28932	152606	14019	62238
C18-neg	cmp.QI5139	447.2265	8.93			12244	180	39985	2820	11053	18441	24199	9860	4708	4502	37895	30202	33791	23073	19365	7488	45045	34567	8483	1805	14098	6474	27372	29756	15015	10055	6231	533	2099	4754	740	7958	1917	2604	4558	3617	8474	21	15524	9926	7490	15079	8172	3032	16740	7691	9044	474	12947	7345	14241
C18-neg	cmp.QI5140	447.2266	10.35			26820	7230	87167	60401	63206	94185	43649	18701	41814	33620	124374	109490	103630	71688	66510	95804	111826	99669	78484	24778	60294	121429	86898	68874	89627	27173	27300	13141	10261	17519	4256	31652	12122	23416	24575	19707	20657	4250	57070	30601	30969	35357	21957	17000	34224	30328	35215	18627	55266	38184	63942
C18-neg	cmp.QI5141	447.2268	9.57			230744	52449	502689	260761	252871	420527	506075	283092	139839	269330	500631	379638	476728	507027	326770	953	494814	476937	237223	112904	317691	278380	492359	440036	392619	206017	172118	87440	53186	141569	50541	137840	83327	149429	183338	106509	99989	34662	331324	256065	227569	318347	218417	113015	259774	216736	230095	66888	282548	221031	322637
C18-neg	cmp.QI5142	447.2269	9.41				1227	341		138		242			17471	216	119	3545	75	4708	50727			34460	100470	13792	164896			5468		4361	2727			199	3302	2514	7164	1372	1601	1202	3506	17597					1072	1983		799	217	25	5304	18337
C18-neg	cmp.QI5143	447.2324	12.89			13649	19266	12599	8140	16749	8982	16623	859	10098	5574	12475	14745	15166	6297	13233	2586	5459	12209	4542	19684	13987	13852	13259	11352	16253	11184	13735	15962	13920	16583	13854	16364	13311	7510	14668	14125	9367	15382	15732	17918	16968	12085	15866	13559	11667	13139	8733	7012	9673	2062	15212
C18-neg	cmp.QI5144	447.2349	11.44				72641	839												7372		366				32890				181			3160	18579	20643	181434	100570	96218	280814	271688	201063	99559	42525	35013	14843	5751	2356	1822	821	504	2642	253	552	61045	1826	32559
C18-neg	cmp.QI5145	447.3100	10.25			2678	4016	4479	5152	3466	11155	6150	3954	3145	85017	11367	3123	10660	6252	6982	3109	9495	2648	142237	6957	11516	78520	3410	8243	5953	1740	664	5078	1902		434	1449	1532	583	2591		1806	1280	13471	2918	2576	2581	4509	2294		608	591	2428	2010	4067	13697
C18-neg	cmp.QI5146	447.3101	13.03			13419	3246	3624	1200	506	1796	2182		356	4427	1190		2273	2463	336	1783	821		104	429	7033	1203	108	1732	9404	13009	6648	25196	10745	17290	3603	1541	11120	4100	1218	1688	2371	5891	7625	17618	7497	8435	18976	28620	16375	23596	20830	6745	1989	7809	6627
C18-neg	cmp.QI5147	447.3102	9.17			1860	473	3318	2193	2145	4943	5815	2280	2280	1178	8350	3247	2309	4712	3448	1229	7577	1552	3349		2945	1749	2867	2118	3339	1983	2471	731	580	643	169	636		602	1112	86	507	146	2507	1654	1827	2541	1409	796	1237	1210	846	692	3415	1642	1982
C18-neg	cmp.QI5148	447.3102	7.55			1158			67								237			714		2429				54945	79700			1861708	651	114960	67740	4497	207					568				51418	369			626	210				1218	1517		51953
C18-neg	cmp.QI5149	447.3102	9.30			105606	12274	153963	120588	48520	109128	165336	49265	90920	78283	482769	170101	207441	236427	344014	13328	342861	171216	234322	45105	127204	402901	342918	110566	82014	107023	87828	34567	44244	29608	23550	26059	19306	26371	47229	15926	37024	31287	118113	53321	47103	107990	46920	25182	42650	24067	26980	64629	81228	73285	124161
C18-neg	cmp.QI5150	447.3103	13.95			20660	3207	75654	3023	62737	9375	3498	476770	9344	6840	2638	11886	5667	4707	10475	3238	167867	3451	2395	35519	106968	1346	4460	1466	3919	23272	99509	55062	176999	79242	176921	175902	443728	347734	407628	421011	245480	141511	108726	122406	170341	63442	67353	117981	303288	115330	280071	35443	96103	76540	117887
C18-neg	cmp.QI5151	447.3103	9.81			521621	79959	986918	501837	331708	665720	1144987	469555	352095	485258	4042276	590260	1290863	2010017	1867174	189249	3143920	1053044	1547306	281790	804571	2152624	1807557	1016923	520966	506723	433379	254287	164605	235668	114943	156052	98276	229522	301676	113579	162531	113834	781542	357858	322823	896797	323090	191651	278447	199107	164498	316578	571882	501749	825816
C18-neg	cmp.QI5152	447.3103	13.09			337141	25128	137740	19550	29739	57059	69225	44297	27854	109860	145413	21030	76108	146637	12671	2424	17220	5206	3885	1389	103922	5178	30846	146001	176968	296498	149317	360639	107360	248814	38144	19132	78327	20735	17543	10235	13560	29065	101302	103390	52041	41861	135181	272889	156708	208755	253557	282487	21273	142053	107537
C18-neg	cmp.QI5153	447.3103	10.56			24774	17222	153898	132021	105506	137550	143461	42799	49539	217881	269063	62082	116061	95909	135879	277631	217035	46878	453738	65532	112636	464061	49315	78677	78885	24577	66010	50825	43996	40305	46013	53943	43076	72114	63901	49222	74984	43468	111682	57219	85793	86183	54750	81747	94789	46599	68413	42726	117259	33205	113116
C18-neg	cmp.QI5154	447.3104	12.47			62303	4397	79315	21364	15892	81351	71587	18221	4651	37498	73913	7200	5709	75272	28495	2877	271856	13352	115210	6899	40592		39655	63700	24646	54223	25881	57118	26005	27299	9352	8391	14938	11963	15851	11624	9956	14997	37936	20510	21521	14122	33870	44905	45396	51439	72445	50891	45497	27695	41716
C18-neg	cmp.QI5155	447.3105	12.26			11899	3685	1139	9098	202	2646		356	6771	592	36833	6067	146	11620	297	875	20274				3530		2021	8413	4690	11477	7524	6966	509	260				207	1020		542	222	4730	1639	171	5269	4932	1390	590	3062		4716	1286	6931	4048
C18-neg	cmp.QI5156	447.3466	12.95			541938	394133	348894	342142	534233	834720	690992	146174	543611	930552	729466	526593	272707	643543	405544	126738	660919	51715	1054138	424304	479835	262714	322732	315421	265662	488977	440522	503798	769100	308055	324896	345213	492201	464984	499095	292981	537037	361733	527723	512804	551207	715559	805511	755882	559376	510238	500488	315508	235294	212828	488421
C18-neg	cmp.QI5157	447.3467	13.58			43846	25412	22541	35885	25139	46435	23357	11656	57267	22925	63230	50701	29784	28925	30498	12316	45239	3109	42844	23910	30914	12344	30452	18108	16915	37016	39707	39175	35432	16669	19097	16085	22433	18366	26734	9737	17087	12477	29361	20219	19991	35048	32554	34367	33444	27668	24455	18801	24113	37593	28915
C18-neg	cmp.QI5158	447.3829	14.67			327111	129705		67831	10813							176		373756							65107				1718	286707	177132	124314	58174	42401	34086	34614	84216	46776	97345	17393	34917	41837	64926	69193	84476	106199	119135	112317	167243	243075	105613	74159	23464	195806	63120
C18-neg	cmp.QI5159	447.3830	13.83			11492			196138	1912	137353	41188	735	580668		404815	201078		22648			5148	47064			38170		27886	144211	30053	13700	17008	2138											41201			627	1172			202		5524		21513	39093
C18-neg	cmp.QI5160	448.0444	2.19			1023	246	5065	131	293			5278	380	3608		26	106		6494	1010			327		7276					166	5099	1813		7143	8501			14502	5023	6408		7622	9335	9269	4395			1071				71	2716		12563
C18-neg	cmp.QI5161	448.2090	14.07				58184																			28742							94100	9073	30158	32068	50764	48488	38764	56624	30966	52839	21483	29935	19574	7515	10872	4614	1716	520	1883			20565	4040	26385
C18-neg	cmp.QI5162	448.2820	11.88			22026	6974	2720	3794	4136	3351	7700	775	846	401	2089	748	115	2001	697	1920	236	69	2407	15921	23501	24188	1412	2022	759	28066	19180	46998	24612	22152	18233	10463	6385	20146	24338	18020	6219	5397	28606	78781	26170	73382	57581	35279	29081	26864	19171	66045	73926	38221	25735
C18-neg	cmp.QI5163	448.2820	11.77			54140	20914	15179	9294		4388	159037	9155	805	1023	4668	807	1571	4321	355	2631	587		2039	552356	82356	25606	635	2260	447	85819	61935	90495	56332	54087	44889	29548	13332	39413	47241	35446	11579	12570	80274	196858	62958	177873	158591	93790	72935	66074	42857	140978	226395	105871	85801
C18-neg	cmp.QI5164	448.8378	0.66			339937	286940	275672	48413	333836	261282	77522	294119	235400	163235	1578	61369	143540	90472	118043	89671	79000	226671	45419	137727	228793	89415	3133	182433	160223	338240	254617	311810	256429	305476	247340	233036	212989	291289	322231	246585	225253	153249	232700	250825	203659	265003	246206	191445	257447	254316	193831	280966	316010	381812	251379
C18-neg	cmp.QI5165	449.1479	4.69			88908		9238							0	127	139	0	89	52	25906	65		15	124105	62500	0	207			86603	128853	111152	182326	28207	48428	76888	118973	91390	80624	48967	124499	17489	60401	60061	58571	23477	61996	127214	154323	55803	97439	144707	158455	92095	59407
C18-neg	cmp.QI5166	449.1479	6.52				35771		12316	61811						80791	79163		56365	3278		72152	8307			19210		89489	80															17168												20102
C18-neg	cmp.QI5167	449.1488	5.96			4727	1473		486	7758		50			399	21452	10611	2187	7315	1343	100	8684	1952	8544	3764	3606	275	15791	15	32	5434	5420	3929	6147	1104	1581	3217	5432	2712	2204	1582	4865	186	3580	1800	2615	1101	3722	5660	7080	2678	3468	7868	10203	7299	3692
C18-neg	cmp.QI5168	449.1723	9.81			36061	68445	45284	56600	58876	76935	52709	34885	50830	105100	48181	56552	67596	75124	74646	68015	61863	71888	32543	59296	51574	21182	57358	55856	57506	41434	60056	93838	74451	104503	89708	88983	109394	73281	74696	93404	86850	52623	53579	212056	87683	63634	78114	67319	67512	167131	74965	53623	74888	59624	53539
C18-neg	cmp.QI5169	449.1780	4.99			199486	21465	15179	3923	14585	4145	5215	11985	8594	88	16764	17062	9040	7481	989	349	8688	3057	1847	20308	33951	5871	9522	2914	1713	171913	54957	43108	56355	33897	15633	10033	9246	7291	11550	6923	15014	10664	35231	55923	39328	44948	61944	66511	35592	85583	11943	238881	8076	144504	36083
C18-neg	cmp.QI5170	449.2117	9.82			21910	3811	11340	807	13713	8324	9446	11327	1601	51033	14278	3771	13119	5985	18109	30653	1217	355	7500	3694	18261		930	3015	15961	21671	29159	26250	10215	11496	43863	25121	31668	35087	14253	25383	29746	25825	19170	14162	37388	8750	14433	56178	32768	24892	19095	18533	11528	18602	20716
C18-neg	cmp.QI5171	449.2119	10.00			13210	6350	23086	2158	15522	11977	6978	40704	1479	21206	9117	995	8020	6918	8980	6423				2468	12987	10584	1174	4842	3610	11001	12252	11520	4471	9392	15719	13262	15819	25648	10271	14451	9494	7800	10246	7971	16096	5345	10451	15984	8333	16929	8266	4842	4243	9056	13102
C18-neg	cmp.QI5172	449.2416	8.58			88	256	2585	2064	591	1372	762	132	310	13019	465	286	340	539	13287	11375	762			34194	5936	44027	184	387	763	231	88	244	424	188	25	312	46		75	668	172	228	6154		30	127	172	65	527		460	706	631	27	5749
C18-neg	cmp.QI5173	449.2423	8.90			2376	69	24882	16045	4024	32725	259	7548	12930	237393	25045	16045	21123	21264	141885	152821	6294	4041	94816	420247	52598	437148	34230	14045	433	2643	5049	7460	2561	598	861	6822	2916	2646	854	17879	4938	6083	56425	1242	3459	4874	3299	24558	14874	4720	25813	2169	8612	1999	50391
C18-neg	cmp.QI5174	449.2424	10.41			474687	60606	716373	761161	502415	660534	587093	556918	420687	721463	649366	658349	708732	729171	751057	34103	660863	490090	667317	800841	753537	698437	723787	696516	562603	433410	519551	694344	459746	260206	305116	341969	398107	395440	345446	555692	411756	532269	745692	341631	499690	513002	408681	685233	674344	471625	747213	352297	564293	455599	736612
C18-neg	cmp.QI5175	449.2424	10.18			237	50835	6039	8835	3233	1259	597	508	102	254207	10847	2720	19291	1901	45858	441992	16944	329	180704	408243	176439	418780	2259	2579	58515	918	68439	143484	3954	9228	38651	116872	153073	99832	28931	116415	99269	218743	186641	5368	9634	279	324	121023	78693	2353	219091	6482	9457	46811	176960
